ordinal,kind,section,depth,title,menu_path,node_id,parent_id,is_leaf,has_children,has_document,slug,url,label_no
4099,document,开发,7,GetDataType,开发 > AI > CANN Kit（CANN异构计算框架服务） > AscendC算子开发 > AscendC算子接口 > 基础数据结构和接口 > gert命名空间 > CompileTimeTensorDesc > GetDataType,00020178602422688864145e66311135,00020178602422688845519f8c419d14,True,False,True,cannkit-compiletimetensordesc-getdatatype,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/cannkit-compiletimetensordesc-getdatatype,
4100,document,开发,7,GetFormat,开发 > AI > CANN Kit（CANN异构计算框架服务） > AscendC算子开发 > AscendC算子接口 > 基础数据结构和接口 > gert命名空间 > CompileTimeTensorDesc > GetFormat,000201786024226888715e763aa1ef58,00020178602422688845519f8c419d14,True,False,True,cannkit-compiletimetensordesc-getformat,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/cannkit-compiletimetensordesc-getformat,
4101,document,开发,7,GetOriginFormat,开发 > AI > CANN Kit（CANN异构计算框架服务） > AscendC算子开发 > AscendC算子接口 > 基础数据结构和接口 > gert命名空间 > CompileTimeTensorDesc > GetOriginFormat,000201786024226888747c2a342a814f,00020178602422688845519f8c419d14,True,False,True,cannkit-compiletimetensordesc-getoriginformat,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/cannkit-compiletimetensordesc-getoriginformat,
4102,document,开发,7,GetStorageFormat,开发 > AI > CANN Kit（CANN异构计算框架服务） > AscendC算子开发 > AscendC算子接口 > 基础数据结构和接口 > gert命名空间 > CompileTimeTensorDesc > GetStorageFormat,0002017860242268887642a6c390ce50,00020178602422688845519f8c419d14,True,False,True,cannkit-compiletimetensordesc-getstorageformat,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/cannkit-compiletimetensordesc-getstorageformat,
4103,document,开发,7,GetExpandDimsType,开发 > AI > CANN Kit（CANN异构计算框架服务） > AscendC算子开发 > AscendC算子接口 > 基础数据结构和接口 > gert命名空间 > CompileTimeTensorDesc > GetExpandDimsType,00020178602422688880906a2d6c2b73,00020178602422688845519f8c419d14,True,False,True,cannkit-compiletimetensordesc-getexpanddimstype,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/cannkit-compiletimetensordesc-getexpanddimstype,
4104,document,开发,7,SetDataType,开发 > AI > CANN Kit（CANN异构计算框架服务） > AscendC算子开发 > AscendC算子接口 > 基础数据结构和接口 > gert命名空间 > CompileTimeTensorDesc > SetDataType,00020178602422688885267943222f0d,00020178602422688845519f8c419d14,True,False,True,cannkit-compiletimetensordesc-setdatatype,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/cannkit-compiletimetensordesc-setdatatype,
4105,document,开发,7,SetStorageFormat,开发 > AI > CANN Kit（CANN异构计算框架服务） > AscendC算子开发 > AscendC算子接口 > 基础数据结构和接口 > gert命名空间 > CompileTimeTensorDesc > SetStorageFormat,000201786024226888868218993052da,00020178602422688845519f8c419d14,True,False,True,cannkit-compiletimetensordesc-setstorageformat,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/cannkit-compiletimetensordesc-setstorageformat,
4106,document,开发,7,SetOriginFormat,开发 > AI > CANN Kit（CANN异构计算框架服务） > AscendC算子开发 > AscendC算子接口 > 基础数据结构和接口 > gert命名空间 > CompileTimeTensorDesc > SetOriginFormat,0002017860242268889016784dc448b7,00020178602422688845519f8c419d14,True,False,True,cannkit-compiletimetensordesc-setoriginformat,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/cannkit-compiletimetensordesc-setoriginformat,
4107,document,开发,7,SetExpandDimsType,开发 > AI > CANN Kit（CANN异构计算框架服务） > AscendC算子开发 > AscendC算子接口 > 基础数据结构和接口 > gert命名空间 > CompileTimeTensorDesc > SetExpandDimsType,00020178602422688890809106693019,00020178602422688845519f8c419d14,True,False,True,cannkit-compiletimetensordesc-setexpanddimstype,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/cannkit-compiletimetensordesc-setexpanddimstype,
4108,document-branch,开发,6,ComputeNodeInfo,开发 > AI > CANN Kit（CANN异构计算框架服务） > AscendC算子开发 > AscendC算子接口 > 基础数据结构和接口 > gert命名空间 > ComputeNodeInfo,00020178602422688848382d61d02cd6,000201786024226888409c38af0748d8,False,True,True,cannkit-computenodeinfo,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/cannkit-computenodeinfo,
4109,document,开发,7,简介,开发 > AI > CANN Kit（CANN异构计算框架服务） > AscendC算子开发 > AscendC算子接口 > 基础数据结构和接口 > gert命名空间 > ComputeNodeInfo > 简介,000201786024226888624efdba138433,00020178602422688848382d61d02cd6,True,False,True,cannkit-computenodeinfo-introduction,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/cannkit-computenodeinfo-introduction,
4110,document,开发,7,构造函数,开发 > AI > CANN Kit（CANN异构计算框架服务） > AscendC算子开发 > AscendC算子接口 > 基础数据结构和接口 > gert命名空间 > ComputeNodeInfo > 构造函数,0002017860242268886584d1677ebe68,00020178602422688848382d61d02cd6,True,False,True,cannkit-computenodeinfo-constructor,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/cannkit-computenodeinfo-constructor,
4111,document,开发,7,GetNodeType,开发 > AI > CANN Kit（CANN异构计算框架服务） > AscendC算子开发 > AscendC算子接口 > 基础数据结构和接口 > gert命名空间 > ComputeNodeInfo > GetNodeType,000201786024226888700260272f09c4,00020178602422688848382d61d02cd6,True,False,True,cannkit-computenodeinfo-getnodetype,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/cannkit-computenodeinfo-getnodetype,
4112,document,开发,7,GetNodeName,开发 > AI > CANN Kit（CANN异构计算框架服务） > AscendC算子开发 > AscendC算子接口 > 基础数据结构和接口 > gert命名空间 > ComputeNodeInfo > GetNodeName,000201786024226888758233cdf11329,00020178602422688848382d61d02cd6,True,False,True,cannkit-computenodeinfo-getnodename,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/cannkit-computenodeinfo-getnodename,
4113,document,开发,7,GetIrInputsNum,开发 > AI > CANN Kit（CANN异构计算框架服务） > AscendC算子开发 > AscendC算子接口 > 基础数据结构和接口 > gert命名空间 > ComputeNodeInfo > GetIrInputsNum,000201786024226888775e86af904645,00020178602422688848382d61d02cd6,True,False,True,cannkit-getirinputsnum,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/cannkit-getirinputsnum,
4114,document,开发,7,GetInputsNum,开发 > AI > CANN Kit（CANN异构计算框架服务） > AscendC算子开发 > AscendC算子接口 > 基础数据结构和接口 > gert命名空间 > ComputeNodeInfo > GetInputsNum,000201786024226888805ba317b6fc1e,00020178602422688848382d61d02cd6,True,False,True,cannkit-getinputsnum,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/cannkit-getinputsnum,
4115,document,开发,7,GetOutputsNum,开发 > AI > CANN Kit（CANN异构计算框架服务） > AscendC算子开发 > AscendC算子接口 > 基础数据结构和接口 > gert命名空间 > ComputeNodeInfo > GetOutputsNum,0002017860242268888342915af49374,00020178602422688848382d61d02cd6,True,False,True,cannkit-getoutputsnum,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/cannkit-getoutputsnum,
4116,document,开发,7,GetIrOutputsNum,开发 > AI > CANN Kit（CANN异构计算框架服务） > AscendC算子开发 > AscendC算子接口 > 基础数据结构和接口 > gert命名空间 > ComputeNodeInfo > GetIrOutputsNum,000201786024226888866d05eb80d8f7,00020178602422688848382d61d02cd6,True,False,True,cannkit-getiroutputsnum,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/cannkit-getiroutputsnum,
4117,document,开发,7,GetInputInstanceInfo,开发 > AI > CANN Kit（CANN异构计算框架服务） > AscendC算子开发 > AscendC算子接口 > 基础数据结构和接口 > gert命名空间 > ComputeNodeInfo > GetInputInstanceInfo,0002017860242268888873493ca6e300,00020178602422688848382d61d02cd6,True,False,True,cannkit-getinputinstanceinfo,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/cannkit-getinputinstanceinfo,
4118,document,开发,7,GetOutputInstanceInfo,开发 > AI > CANN Kit（CANN异构计算框架服务） > AscendC算子开发 > AscendC算子接口 > 基础数据结构和接口 > gert命名空间 > ComputeNodeInfo > GetOutputInstanceInfo,000201786024226888909da13ffb8c8b,00020178602422688848382d61d02cd6,True,False,True,cannkit-getoutputinstanceinfo,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/cannkit-getoutputinstanceinfo,
4119,document,开发,7,GetInputTdInfo,开发 > AI > CANN Kit（CANN异构计算框架服务） > AscendC算子开发 > AscendC算子接口 > 基础数据结构和接口 > gert命名空间 > ComputeNodeInfo > GetInputTdInfo,000201786024226888931007f6ae6f0c,00020178602422688848382d61d02cd6,True,False,True,cannkit-getinputtdinfo,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/cannkit-getinputtdinfo,
4120,document,开发,7,GetOutputTdInfo,开发 > AI > CANN Kit（CANN异构计算框架服务） > AscendC算子开发 > AscendC算子接口 > 基础数据结构和接口 > gert命名空间 > ComputeNodeInfo > GetOutputTdInfo,0002017860242268889423c20be83266,00020178602422688848382d61d02cd6,True,False,True,cannkit-getoutputtdinfo,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/cannkit-getoutputtdinfo,
4121,document,开发,7,GetAttrs,开发 > AI > CANN Kit（CANN异构计算框架服务） > AscendC算子开发 > AscendC算子接口 > 基础数据结构和接口 > gert命名空间 > ComputeNodeInfo > GetAttrs,000201786024226888954c03c02f4e5c,00020178602422688848382d61d02cd6,True,False,True,cannkit-computenodeinfo-getattrs,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/cannkit-computenodeinfo-getattrs,
4122,document,开发,7,MutableInputInstanceInfo,开发 > AI > CANN Kit（CANN异构计算框架服务） > AscendC算子开发 > AscendC算子接口 > 基础数据结构和接口 > gert命名空间 > ComputeNodeInfo > MutableInputInstanceInfo,000201786024226888964c8dfff2a19e,00020178602422688848382d61d02cd6,True,False,True,cannkit-mutableinputinstanceinfo,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/cannkit-mutableinputinstanceinfo,
4123,document,开发,7,MutableOutputInstanceInfo,开发 > AI > CANN Kit（CANN异构计算框架服务） > AscendC算子开发 > AscendC算子接口 > 基础数据结构和接口 > gert命名空间 > ComputeNodeInfo > MutableOutputInstanceInfo,000201786024226888966b7287d9bf9f,00020178602422688848382d61d02cd6,True,False,True,cannkit-mutableoutputinstanceinfo,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/cannkit-mutableoutputinstanceinfo,
4124,document,开发,7,MutableInputTdInfo,开发 > AI > CANN Kit（CANN异构计算框架服务） > AscendC算子开发 > AscendC算子接口 > 基础数据结构和接口 > gert命名空间 > ComputeNodeInfo > MutableInputTdInfo,000201786024226888978f3021ed4a4f,00020178602422688848382d61d02cd6,True,False,True,cannkit-mutableinputtdinfo,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/cannkit-mutableinputtdinfo,
4125,document,开发,7,MutableOutputTdInfo,开发 > AI > CANN Kit（CANN异构计算框架服务） > AscendC算子开发 > AscendC算子接口 > 基础数据结构和接口 > gert命名空间 > ComputeNodeInfo > MutableOutputTdInfo,000201786024226888983d0d52e9d991,00020178602422688848382d61d02cd6,True,False,True,cannkit-mutableoutputtdinfo,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/cannkit-mutableoutputtdinfo,
4126,document,开发,7,MutableAttrs,开发 > AI > CANN Kit（CANN异构计算框架服务） > AscendC算子开发 > AscendC算子接口 > 基础数据结构和接口 > gert命名空间 > ComputeNodeInfo > MutableAttrs,000201786024226888994ffecbc12216,00020178602422688848382d61d02cd6,True,False,True,cannkit-mutableattrs,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/cannkit-mutableattrs,
4127,document,开发,7,SetNodeType,开发 > AI > CANN Kit（CANN异构计算框架服务） > AscendC算子开发 > AscendC算子接口 > 基础数据结构和接口 > gert命名空间 > ComputeNodeInfo > SetNodeType,000201786024226888001a6950a38597,00020178602422688848382d61d02cd6,True,False,True,cannkit-setnodetype,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/cannkit-setnodetype,
4128,document,开发,7,SetNodeName,开发 > AI > CANN Kit（CANN异构计算框架服务） > AscendC算子开发 > AscendC算子接口 > 基础数据结构和接口 > gert命名空间 > ComputeNodeInfo > SetNodeName,000201786024226888003505d5510a0d,00020178602422688848382d61d02cd6,True,False,True,cannkit-setnodename,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/cannkit-setnodename,
4129,document,开发,7,Init,开发 > AI > CANN Kit（CANN异构计算框架服务） > AscendC算子开发 > AscendC算子接口 > 基础数据结构和接口 > gert命名空间 > ComputeNodeInfo > Init,0002017860242268880122ca19a15778,00020178602422688848382d61d02cd6,True,False,True,cannkit-computenodeinfo-init,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/cannkit-computenodeinfo-init,
4130,document,开发,7,CalcSize,开发 > AI > CANN Kit（CANN异构计算框架服务） > AscendC算子开发 > AscendC算子接口 > 基础数据结构和接口 > gert命名空间 > ComputeNodeInfo > CalcSize,0002017860242268880179e3f2032ee9,00020178602422688848382d61d02cd6,True,False,True,cannkit-calcsize,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/cannkit-calcsize,
4131,document-branch,开发,6,ContinuousVectorVector,开发 > AI > CANN Kit（CANN异构计算框架服务） > AscendC算子开发 > AscendC算子接口 > 基础数据结构和接口 > gert命名空间 > ContinuousVectorVector,0002017860242268884862ec7b458f5c,000201786024226888409c38af0748d8,False,True,True,cannkit-continuousvectorvector,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/cannkit-continuousvectorvector,
4132,document,开发,7,简介,开发 > AI > CANN Kit（CANN异构计算框架服务） > AscendC算子开发 > AscendC算子接口 > 基础数据结构和接口 > gert命名空间 > ContinuousVectorVector > 简介,000201786024226888604f8604edb8a5,0002017860242268884862ec7b458f5c,True,False,True,cannkit-continuousvectorvector-introduction,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/cannkit-continuousvectorvector-introduction,
4133,document,开发,7,Init,开发 > AI > CANN Kit（CANN异构计算框架服务） > AscendC算子开发 > AscendC算子接口 > 基础数据结构和接口 > gert命名空间 > ContinuousVectorVector > Init,000201786024226888632782303cc069,0002017860242268884862ec7b458f5c,True,False,True,cannkit-continuousvectorvector-init,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/cannkit-continuousvectorvector-init,
4134,document,开发,7,Add,开发 > AI > CANN Kit（CANN异构计算框架服务） > AscendC算子开发 > AscendC算子接口 > 基础数据结构和接口 > gert命名空间 > ContinuousVectorVector > Add,0002017860242268887060fda36e4b15,0002017860242268884862ec7b458f5c,True,False,True,cannkit-continuousvectorvector-add,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/cannkit-continuousvectorvector-add,
4135,document,开发,7,Get,开发 > AI > CANN Kit（CANN异构计算框架服务） > AscendC算子开发 > AscendC算子接口 > 基础数据结构和接口 > gert命名空间 > ContinuousVectorVector > Get,000201786024226888750be4fede74d7,0002017860242268884862ec7b458f5c,True,False,True,cannkit-get,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/cannkit-get,
4136,document,开发,7,GetSize,开发 > AI > CANN Kit（CANN异构计算框架服务） > AscendC算子开发 > AscendC算子接口 > 基础数据结构和接口 > gert命名空间 > ContinuousVectorVector > GetSize,0002017860242268887827bdd2f5b0e3,0002017860242268884862ec7b458f5c,True,False,True,cannkit-continuousvectorvector-getsize,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/cannkit-continuousvectorvector-getsize,
4137,document,开发,7,GetOverHeadLength,开发 > AI > CANN Kit（CANN异构计算框架服务） > AscendC算子开发 > AscendC算子接口 > 基础数据结构和接口 > gert命名空间 > ContinuousVectorVector > GetOverHeadLength,000201786024226888829ed0bc8b7a6e,0002017860242268884862ec7b458f5c,True,False,True,cannkit-getoverheadlength,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/cannkit-getoverheadlength,
4138,document-branch,开发,6,ContinuousVector,开发 > AI > CANN Kit（CANN异构计算框架服务） > AscendC算子开发 > AscendC算子接口 > 基础数据结构和接口 > gert命名空间 > ContinuousVector,000201786024226888504686505b7157,000201786024226888409c38af0748d8,False,True,True,cannkit-continuousvector,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/cannkit-continuousvector,
4139,document,开发,7,简介,开发 > AI > CANN Kit（CANN异构计算框架服务） > AscendC算子开发 > AscendC算子接口 > 基础数据结构和接口 > gert命名空间 > ContinuousVector > 简介,00020178602422688858738cc8be6cba,000201786024226888504686505b7157,True,False,True,cannkit-continuousvector-introduction,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/cannkit-continuousvector-introduction,
4140,document,开发,7,Create,开发 > AI > CANN Kit（CANN异构计算框架服务） > AscendC算子开发 > AscendC算子接口 > 基础数据结构和接口 > gert命名空间 > ContinuousVector > Create,000201786024226888637a2f376bf1b8,000201786024226888504686505b7157,True,False,True,cannkit-continuousvector-create,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/cannkit-continuousvector-create,
4141,document,开发,7,Init,开发 > AI > CANN Kit（CANN异构计算框架服务） > AscendC算子开发 > AscendC算子接口 > 基础数据结构和接口 > gert命名空间 > ContinuousVector > Init,000201786024226888723793796ce105,000201786024226888504686505b7157,True,False,True,cannkit-continuousvector-init,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/cannkit-continuousvector-init,
4142,document,开发,7,GetSize,开发 > AI > CANN Kit（CANN异构计算框架服务） > AscendC算子开发 > AscendC算子接口 > 基础数据结构和接口 > gert命名空间 > ContinuousVector > GetSize,000201786024226888751c487249e25a,000201786024226888504686505b7157,True,False,True,cannkit-continuousvector-getsize,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/cannkit-continuousvector-getsize,
4143,document,开发,7,SetSize,开发 > AI > CANN Kit（CANN异构计算框架服务） > AscendC算子开发 > AscendC算子接口 > 基础数据结构和接口 > gert命名空间 > ContinuousVector > SetSize,0002017860242268887818a65fdb1472,000201786024226888504686505b7157,True,False,True,cannkit-continuousvector-setsize,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/cannkit-continuousvector-setsize,
4144,document,开发,7,GetCapacity,开发 > AI > CANN Kit（CANN异构计算框架服务） > AscendC算子开发 > AscendC算子接口 > 基础数据结构和接口 > gert命名空间 > ContinuousVector > GetCapacity,000201786024226888819703f77b8449,000201786024226888504686505b7157,True,False,True,cannkit-continuousvector-getcapacity,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/cannkit-continuousvector-getcapacity,
4145,document,开发,7,GetData,开发 > AI > CANN Kit（CANN异构计算框架服务） > AscendC算子开发 > AscendC算子接口 > 基础数据结构和接口 > gert命名空间 > ContinuousVector > GetData,000201786024226888843bd0b29589cc,000201786024226888504686505b7157,True,False,True,cannkit-continuousvector-getdata,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/cannkit-continuousvector-getdata,
4146,document,开发,7,MutableData,开发 > AI > CANN Kit（CANN异构计算框架服务） > AscendC算子开发 > AscendC算子接口 > 基础数据结构和接口 > gert命名空间 > ContinuousVector > MutableData,00020178602422688886114546cb8a3c,000201786024226888504686505b7157,True,False,True,cannkit-continuousvector-mutabledata,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/cannkit-continuousvector-mutabledata,
4147,document-branch,开发,6,ExpandDimsType,开发 > AI > CANN Kit（CANN异构计算框架服务） > AscendC算子开发 > AscendC算子接口 > 基础数据结构和接口 > gert命名空间 > ExpandDimsType,0002017860242268885070a69f36a95e,000201786024226888409c38af0748d8,False,True,True,cannkit-expanddimstype,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/cannkit-expanddimstype,
4148,document,开发,7,简介,开发 > AI > CANN Kit（CANN异构计算框架服务） > AscendC算子开发 > AscendC算子接口 > 基础数据结构和接口 > gert命名空间 > ExpandDimsType > 简介,00020178602422688860011419411504,0002017860242268885070a69f36a95e,True,False,True,cannkit-expanddimstype-introduction,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/cannkit-expanddimstype-introduction,
4149,document,开发,7,构造函数,开发 > AI > CANN Kit（CANN异构计算框架服务） > AscendC算子开发 > AscendC算子接口 > 基础数据结构和接口 > gert命名空间 > ExpandDimsType > 构造函数,000201786024226888663c9f6efbed80,0002017860242268885070a69f36a95e,True,False,True,cannkit-expanddimstype-constructor,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/cannkit-expanddimstype-constructor,
4150,document,开发,7,operator==,开发 > AI > CANN Kit（CANN异构计算框架服务） > AscendC算子开发 > AscendC算子接口 > 基础数据结构和接口 > gert命名空间 > ExpandDimsType > operator==,000201786024226888683ef64d1f130b,0002017860242268885070a69f36a95e,True,False,True,cannkit-expanddimstype-operator,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/cannkit-expanddimstype-operator,
4151,document,开发,7,GetFullSize,开发 > AI > CANN Kit（CANN异构计算框架服务） > AscendC算子开发 > AscendC算子接口 > 基础数据结构和接口 > gert命名空间 > ExpandDimsType > GetFullSize,000201786024226888734ac5f0ea0183,0002017860242268885070a69f36a95e,True,False,True,cannkit-getfullsize,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/cannkit-getfullsize,
4152,document,开发,7,SetExpandIndex,开发 > AI > CANN Kit（CANN异构计算框架服务） > AscendC算子开发 > AscendC算子接口 > 基础数据结构和接口 > gert命名空间 > ExpandDimsType > SetExpandIndex,0002017860242268887894ec4df282bd,0002017860242268885070a69f36a95e,True,False,True,cannkit-setexpandindex,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/cannkit-setexpandindex,
4153,document,开发,7,IsExpandIndex,开发 > AI > CANN Kit（CANN异构计算框架服务） > AscendC算子开发 > AscendC算子接口 > 基础数据结构和接口 > gert命名空间 > ExpandDimsType > IsExpandIndex,000201786024226888811e768e93ffef,0002017860242268885070a69f36a95e,True,False,True,cannkit-isexpandindex,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/cannkit-isexpandindex,
4154,document,开发,7,Expand（输出新shape）,开发 > AI > CANN Kit（CANN异构计算框架服务） > AscendC算子开发 > AscendC算子接口 > 基础数据结构和接口 > gert命名空间 > ExpandDimsType > Expand（输出新shape）,000201786024226888854a065bc524af,0002017860242268885070a69f36a95e,True,False,True,cannkit-expand-output-a-new-shape,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/cannkit-expand-output-a-new-shape,
4155,document,开发,7,Expand(更改原shape),开发 > AI > CANN Kit（CANN异构计算框架服务） > AscendC算子开发 > AscendC算子接口 > 基础数据结构和接口 > gert命名空间 > ExpandDimsType > Expand(更改原shape),0002017860242268888634a468fc43ba,0002017860242268885070a69f36a95e,True,False,True,cannkit-expand-change-the-original-shape,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/cannkit-expand-change-the-original-shape,
4156,document-branch,开发,6,ExtendedKernelContext,开发 > AI > CANN Kit（CANN异构计算框架服务） > AscendC算子开发 > AscendC算子接口 > 基础数据结构和接口 > gert命名空间 > ExtendedKernelContext,000201786024226888509afdfc01f5b6,000201786024226888409c38af0748d8,False,True,True,cannkit-extendedkernelcontext,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/cannkit-extendedkernelcontext,
4157,document,开发,7,GetInputDesc,开发 > AI > CANN Kit（CANN异构计算框架服务） > AscendC算子开发 > AscendC算子接口 > 基础数据结构和接口 > gert命名空间 > ExtendedKernelContext > GetInputDesc,00020178602422688861755ecb5ec173,000201786024226888509afdfc01f5b6,True,False,True,cannkit-getinputdesc,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/cannkit-getinputdesc,
4158,document,开发,7,GetOutputDesc,开发 > AI > CANN Kit（CANN异构计算框架服务） > AscendC算子开发 > AscendC算子接口 > 基础数据结构和接口 > gert命名空间 > ExtendedKernelContext > GetOutputDesc,000201786024226888661a4cdd1624c3,000201786024226888509afdfc01f5b6,True,False,True,cannkit-getoutputdesc,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/cannkit-getoutputdesc,
4159,document,开发,7,GetOptionalInputDesc,开发 > AI > CANN Kit（CANN异构计算框架服务） > AscendC算子开发 > AscendC算子接口 > 基础数据结构和接口 > gert命名空间 > ExtendedKernelContext > GetOptionalInputDesc,000201786024226888690b13738e6f88,000201786024226888509afdfc01f5b6,True,False,True,cannkit-getoptionalinputdesc,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/cannkit-getoptionalinputdesc,
4160,document,开发,7,GetDynamicInputDesc,开发 > AI > CANN Kit（CANN异构计算框架服务） > AscendC算子开发 > AscendC算子接口 > 基础数据结构和接口 > gert命名空间 > ExtendedKernelContext > GetDynamicInputDesc,0002017860242268887599643e23b78a,000201786024226888509afdfc01f5b6,True,False,True,cannkit-getdynamicinputdesc,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/cannkit-getdynamicinputdesc,
4161,document,开发,7,GetRequiredInputDesc,开发 > AI > CANN Kit（CANN异构计算框架服务） > AscendC算子开发 > AscendC算子接口 > 基础数据结构和接口 > gert命名空间 > ExtendedKernelContext > GetRequiredInputDesc,0002017860242268887837094dcd7ed4,000201786024226888509afdfc01f5b6,True,False,True,cannkit-getrequiredinputdesc,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/cannkit-getrequiredinputdesc,
4162,document,开发,7,GetIrInputInstanceInfo,开发 > AI > CANN Kit（CANN异构计算框架服务） > AscendC算子开发 > AscendC算子接口 > 基础数据结构和接口 > gert命名空间 > ExtendedKernelContext > GetIrInputInstanceInfo,000201786024226888812807691ffe97,000201786024226888509afdfc01f5b6,True,False,True,cannkit-getirinputinstanceinfo,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/cannkit-getirinputinstanceinfo,
4163,document,开发,7,GetIrOutputInstanceInfo,开发 > AI > CANN Kit（CANN异构计算框架服务） > AscendC算子开发 > AscendC算子接口 > 基础数据结构和接口 > gert命名空间 > ExtendedKernelContext > GetIrOutputInstanceInfo,000201786024226888848bfc2107c16e,000201786024226888509afdfc01f5b6,True,False,True,cannkit-getiroutputinstanceinfo,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/cannkit-getiroutputinstanceinfo,
4164,document,开发,7,GetComputeNodeInputNum,开发 > AI > CANN Kit（CANN异构计算框架服务） > AscendC算子开发 > AscendC算子接口 > 基础数据结构和接口 > gert命名空间 > ExtendedKernelContext > GetComputeNodeInputNum,0002017860242268888599cacabd8f09,000201786024226888509afdfc01f5b6,True,False,True,cannkit-getcomputenodeinputnum,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/cannkit-getcomputenodeinputnum,
4165,document,开发,7,GetComputeNodeOutputNum,开发 > AI > CANN Kit（CANN异构计算框架服务） > AscendC算子开发 > AscendC算子接口 > 基础数据结构和接口 > gert命名空间 > ExtendedKernelContext > GetComputeNodeOutputNum,000201786024226888888935ea83a51a,000201786024226888509afdfc01f5b6,True,False,True,cannkit-getcomputenodeoutputnum,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/cannkit-getcomputenodeoutputnum,
4166,document,开发,7,GetAttrs,开发 > AI > CANN Kit（CANN异构计算框架服务） > AscendC算子开发 > AscendC算子接口 > 基础数据结构和接口 > gert命名空间 > ExtendedKernelContext > GetAttrs,000201786024226888910d7ef18f3158,000201786024226888509afdfc01f5b6,True,False,True,cannkit-getattrs,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/cannkit-getattrs,
