08-29 11:45:08.722     0     0 I I00000/HiLog: ========Zeroth log of type: init
08-30 16:45:55.534   131 19281 E C02d66/XPerf: [InquiryOhImpl::ExtractStringValue] Canonical FilePath: /sys/class/ithermal/lpm/lpm_freq failed.
08-30 16:45:55.534   131 19281 E C02d66/XPerf: [InquiryOhImpl::ExtractStringValue] Canonical FilePath: /sys/class/power_supply/Battery/status failed.
08-30 16:45:55.561  1570  1628 I C0430a/file_monitor_service: [MainMissionStatus:197]CanExit
08-30 16:45:55.561  1570  1628 I C0430a/file_monitor_service: [MainMissionStatus:203]SecondaryScanner idle
08-30 16:45:55.573   126  1401 I C01800/SAMGR: NF SA:65962,844_39320
08-30 16:45:55.775   126  1401 I C01800/SAMGR: NF SA:65962,844_39321
08-30 16:45:55.976   126  1401 I C01800/SAMGR: NF SA:65962,844_39322
08-30 16:45:56.178   126  1401 I C01800/SAMGR: NF SA:65962,844_39323
08-30 16:45:56.378  5967  5967 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [5967 2000 2000] failed
08-30 16:45:56.378  5967  5967 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [5967 2000 2000] failed
08-30 16:45:56.378  5967  5967 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
08-30 16:45:56.379   126  1401 I C01800/SAMGR: NF SA:65962,844_39324
08-30 16:45:56.379   844   943 E C01810/SA_CLIENT: GetSaWrap SA:65962 not start
08-30 16:45:56.379   844   943 I C01409/APS_MANAGER: request system service object is not ready yet!
08-30 16:45:56.383  5970  5970 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [5970 2000 2000] failed
08-30 16:45:56.383  5970  5970 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [5970 2000 2000] failed
08-30 16:45:56.383  5970  5970 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
08-30 16:45:56.383  5971  5971 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [5971 2000 2000] failed
08-30 16:45:56.383  5971  5971 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [5971 2000 2000] failed
08-30 16:45:56.383  5969  5969 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [5969 2000 2000] failed
08-30 16:45:56.383  5971  5971 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
08-30 16:45:56.383  5969  5969 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [5969 2000 2000] failed
08-30 16:45:56.383  5969  5969 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
08-30 16:45:56.390  5972  5972 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [5972 2000 2000] failed
08-30 16:45:56.390  5972  5972 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [5972 2000 2000] failed
08-30 16:45:56.390  5972  5972 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
08-30 16:45:56.391  5973  5973 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [5973 2000 2000] failed
08-30 16:45:56.391  5973  5973 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [5973 2000 2000] failed
08-30 16:45:56.391  5973  5973 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
08-30 16:45:56.477  1418  1418 W A01c06/ICON: AppIconWeatherModel --> initWeatherListener, retryTimes: 4
08-30 16:45:56.479   707  1424 E C01707/CONCUR: [Interface] task 1424 apply qos failed, errno = 4
08-30 16:45:56.479   707  1424 E C01611/QosManager: QosManager: Failed to set thread QoS to QOS_USER_INTERACTIVE, ret: -1
08-30 16:45:56.480   812  1143 W C01123/BMSCommon: bundle not exist -n com.huawei.hmsapp.totemweather -u 100 -i 0 -f 32
08-30 16:45:56.481   812  1143 W C01121/BMSQuery: GetBundleInfo failed -n com.huawei.hmsapp.totemweather -u 100
08-30 16:45:56.481   707  1424 E C01651/BundleMgrProxy: GetBundleInfoFromBMS: GetBundleInfo failed!bundleName is com.huawei.hmsapp.totemweather, userId is 100
08-30 16:45:56.481   707  1424 E C01651/DataProviderConfig: GetFromProxyData: Get bundleInfo failed! bundleName:com.huawei.hmsapp.totemweather, userId:100, visitedId:100, uri:******icIconInfo
08-30 16:45:56.481   707  1424 E C01651/DataShareServiceImpl: GetBMSAndMetaDataStatus: CalledInfo failed! token:0x2007324d,ret:1001,uri:******icIconInfo
08-30 16:45:56.481   707  1424 E C01651/DataShareServiceImpl: GetSilentProxyStatus: BMS or metaData not ready to complete, token:0x2007324d, uri:******icIconInfo
08-30 16:45:56.481  1418  1418 E A01c06/ICON: AppIconWeatherModel --> get weather info failed, code: 15700010, message: The DataShareHelper is not initialized successfully.
08-30 16:45:56.562  1570  1628 I C0430a/file_monitor_service: [MainMissionStatus:197]CanExit
08-30 16:45:56.562  1570  1628 I C0430a/file_monitor_service: [MainMissionStatus:203]SecondaryScanner idle
08-30 16:45:56.581  5975  5975 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [5975 2000 2000] failed
08-30 16:45:56.581  5975  5975 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [5975 2000 2000] failed
08-30 16:45:56.581  5975  5975 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
08-30 16:45:56.584  5977  5977 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [5977 2000 2000] failed
08-30 16:45:56.584  5977  5977 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [5977 2000 2000] failed
08-30 16:45:56.584  5977  5977 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
08-30 16:45:56.587  5978  5978 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [5978 2000 2000] failed
08-30 16:45:56.587  5978  5978 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [5978 2000 2000] failed
08-30 16:45:56.587  5978  5978 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
08-30 16:45:56.878  5982  5982 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [5982 2000 2000] failed
08-30 16:45:56.878  5982  5982 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [5982 2000 2000] failed
08-30 16:45:56.878  5982  5982 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
08-30 16:45:56.882  5982  5982 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [5982 2000 2000] failed
08-30 16:45:56.882  5982  5982 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [5982 2000 2000] failed
08-30 16:45:56.882  5982  5982 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
08-30 16:45:57.038   137   137 E C02c11/APPSPAWN: [appspawn_kickdog.c:29]open /sys/kernel/hungtask/userlist fail,errno:2
08-30 16:45:57.476   543   788 W C02943/ThermalHdi: Read node failed, title = gpu-thermal
08-30 16:45:57.484  1418  1418 W A01c06/ICON: AppIconWeatherModel --> initWeatherListener, retryTimes: 4
08-30 16:45:57.486   707  1424 E C01707/CONCUR: [Interface] task 1424 apply qos failed, errno = 4
08-30 16:45:57.486   707  1424 E C01611/QosManager: QosManager: Failed to set thread QoS to QOS_USER_INTERACTIVE, ret: -1
08-30 16:45:57.486   812  1143 W C01123/BMSCommon: bundle not exist -n com.huawei.hmsapp.totemweather -u 100 -i 0 -f 32
08-30 16:45:57.486   812  1143 W C01121/BMSQuery: GetBundleInfo failed -n com.huawei.hmsapp.totemweather -u 100
08-30 16:45:57.486   707  1424 E C01651/BundleMgrProxy: GetBundleInfoFromBMS: GetBundleInfo failed!bundleName is com.huawei.hmsapp.totemweather, userId is 100
08-30 16:45:57.486   707  1424 E C01651/DataProviderConfig: GetFromProxyData: Get bundleInfo failed! bundleName:com.huawei.hmsapp.totemweather, userId:100, visitedId:100, uri:******icIconInfo
08-30 16:45:57.486   707  1424 E C01651/DataShareServiceImpl: GetBMSAndMetaDataStatus: CalledInfo failed! token:0x2007324d,ret:1001,uri:******icIconInfo
08-30 16:45:57.487   707  1424 E C01651/DataShareServiceImpl: GetSilentProxyStatus: BMS or metaData not ready to complete, token:0x2007324d, uri:******icIconInfo
08-30 16:45:57.487  1418  1418 E A01c06/ICON: AppIconWeatherModel --> get weather info failed, code: 15700010, message: The DataShareHelper is not initialized successfully.
08-30 16:45:57.564  1570  1628 I C0430a/file_monitor_service: [MainMissionStatus:197]CanExit
08-30 16:45:57.564  1570  1628 I C0430a/file_monitor_service: [MainMissionStatus:203]SecondaryScanner idle
08-30 16:45:57.574   462  5722 I C02300/FenceExtension: start connectAbility,userId:-1
08-30 16:45:57.574   462  5722 I C02300/FenceExtension: ConnectAbility
08-30 16:45:57.574   462  5722 I C01342/ServiceExt: [AMC599]name:com.huawei.hmos.location SAFeatureServiceExtensionAbility, userId:-1
08-30 16:45:57.574   812  1143 I C01342/ServiceExt: [a92abdedc58c37d, 5c6e73, 0] [ABMS5529]element: com.huawei.hmos.location/SAFeatureServiceExtensionAbility
08-30 16:45:57.575   812  1143 W C01123/BMSCommon: [a92abdedc58c37d, 5c6e73, 0] uid(1021) invalid
08-30 16:45:57.575   812  1143 I C01336/AMS: [a92abdedc58c37d, 5c6e73, 0] [start_ability_utils.cpp54]appIndex:-1
08-30 16:45:57.575   812  1143 I C01121/BMSQuery: [a92abdedc58c37d, 5c6e73, 0] ExplicitQueryAbility no match -n com.huawei.hmos.location -a SAFeatureServiceExtensionAbility -u 100 -i 0
08-30 16:45:57.575   812  1143 W C01121/BMSQuery: [a92abdedc58c37d, 5c6e73, 0] bundle_data_mgr.cpp:ExplicitQueryExtensionInfo:7268 extensionAbility not found or disabled
08-30 16:45:57.575   812  1143 I C01121/BMSQuery: [a92abdedc58c37d, 5c6e73, 0] ExplicitQueryExtension size:0 -n com.huawei.hmos.location -e SAFeatureServiceExtensionAbility -u 100 -i 0
08-30 16:45:57.575   812  1143 W C01121/BMSQuery: [a92abdedc58c37d, 5c6e73, 0] bundle_mgr_host_impl.cpp:QueryExtensionAbilityInfos:3425 no valid extension info can be inquired
08-30 16:45:57.575   812  1143 E C01336/AMS: [a92abdedc58c37d, 5c6e73, 0] [start_ability_utils.cpp290]extensionInfo empty
08-30 16:45:57.575   812  1143 E C01342/ServiceExt: [a92abdedc58c37d, 5c6e73, 0] [ABMS5868]generate request error
08-30 16:45:57.575   462  5722 E C02300/FenceExtension: [(DoConnect:153)]CONNECT_ABILITY_FAILED,ret:2097152
08-30 16:45:57.575   462  5722 I C02300/FenceExtension: start connectAbility,userId:-1
08-30 16:45:57.575   462  5722 I C02300/FenceExtension: ConnectAbility
08-30 16:45:57.575   462  5722 I C01342/ServiceExt: [AMC599]name:com.huawei.hmos.location SAFeatureServiceExtensionAbility, userId:-1
08-30 16:45:57.576   812  1143 I C01342/ServiceExt: [a92abeedc58c9c7, 136029f, 0] [ABMS5529]element: com.huawei.hmos.location/SAFeatureServiceExtensionAbility
08-30 16:45:57.576   812  1143 W C01123/BMSCommon: [a92abeedc58c9c7, 136029f, 0] uid(1021) invalid
08-30 16:45:57.577   812  1143 I C01336/AMS: [a92abeedc58c9c7, 136029f, 0] [start_ability_utils.cpp54]appIndex:-1
08-30 16:45:57.577   812  1143 I C01121/BMSQuery: [a92abeedc58c9c7, 136029f, 0] ExplicitQueryAbility no match -n com.huawei.hmos.location -a SAFeatureServiceExtensionAbility -u 100 -i 0
08-30 16:45:57.577   812  1143 W C01121/BMSQuery: [a92abeedc58c9c7, 136029f, 0] bundle_data_mgr.cpp:ExplicitQueryExtensionInfo:7268 extensionAbility not found or disabled
08-30 16:45:57.577   812  1143 I C01121/BMSQuery: [a92abeedc58c9c7, 136029f, 0] ExplicitQueryExtension size:0 -n com.huawei.hmos.location -e SAFeatureServiceExtensionAbility -u 100 -i 0
08-30 16:45:57.577   812  1143 W C01121/BMSQuery: [a92abeedc58c9c7, 136029f, 0] bundle_mgr_host_impl.cpp:QueryExtensionAbilityInfos:3425 no valid extension info can be inquired
08-30 16:45:57.577   812  1143 E C01336/AMS: [a92abeedc58c9c7, 136029f, 0] [start_ability_utils.cpp290]extensionInfo empty
08-30 16:45:57.577   812  1143 E C01342/ServiceExt: [a92abeedc58c9c7, 136029f, 0] [ABMS5868]generate request error
08-30 16:45:57.577   462  5722 E C02300/FenceExtension: [(DoConnect:153)]CONNECT_ABILITY_FAILED,ret:2097152
08-30 16:45:57.577   462  5722 W C02300/FenceExtension: connect failed,retry again
08-30 16:45:57.604  5985  5985 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [5985 2000 2000] failed
08-30 16:45:57.604  5985  5985 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [5985 2000 2000] failed
08-30 16:45:57.604  5985  5985 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
08-30 16:45:57.609  5987  5987 I C02d20/DumperService: SetCmdArgs# hidumper cmd:hidumper -s 1201 -a -p Faultlogger -LogSuffixWithMs , calllingUid=2000, calllingPid=5987, ppid:5985.
08-30 16:45:57.609  5987  5988 W C057c1/IPCWorkThread: ThreadHandler: proto:0 policy:1 name:OS_IPC_0_5988 invoker:5433616
08-30 16:45:57.610  5987  5989 W C057c1/IPCWorkThread: ThreadHandler: proto:0 policy:0 name:OS_IPC_1_5989 invoker:5434192
08-30 16:45:57.611  2730  6200 I C02d20/DumperService: DelayUnloadTask# recieve new request, delay unload task begin, calllingPid=5987
08-30 16:45:57.614   131  4552 I C02d11/Faultlogger: DumpByCommands: DumpRequest: detail:0, list:0, file:, name:, time:-1
08-30 16:45:57.614  2730  6200 I C02d20/DumperService: GetData# SA name:1201 dump success, cmd:-p Faultlogger -LogSuffixWithMs , calllingPid=5987!
08-30 16:45:57.884  5991  5991 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [5991 2000 2000] failed
08-30 16:45:57.884  5991  5991 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [5991 2000 2000] failed
08-30 16:45:57.884  5991  5991 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
08-30 16:45:57.888  5994  5994 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [5994 2000 2000] failed
08-30 16:45:57.888  5995  5995 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [5995 2000 2000] failed
08-30 16:45:57.888  5995  5995 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [5995 2000 2000] failed
08-30 16:45:57.888  5995  5995 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
08-30 16:45:57.888  5993  5993 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [5993 2000 2000] failed
08-30 16:45:57.888  5994  5994 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [5994 2000 2000] failed
08-30 16:45:57.888  5994  5994 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
08-30 16:45:57.888  5993  5993 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [5993 2000 2000] failed
08-30 16:45:57.888  5993  5993 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
08-30 16:45:57.892  5996  5996 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [5996 2000 2000] failed
08-30 16:45:57.893  5997  5997 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [5997 2000 2000] failed
08-30 16:45:57.893  5996  5996 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [5996 2000 2000] failed
08-30 16:45:57.893  5996  5996 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
08-30 16:45:57.893  5997  5997 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [5997 2000 2000] failed
08-30 16:45:57.893  5997  5997 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
08-30 16:45:58.079  5999  5999 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [5999 2000 2000] failed
08-30 16:45:58.079  5999  5999 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [5999 2000 2000] failed
08-30 16:45:58.079  5999  5999 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
08-30 16:45:58.083  6001  6001 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [6001 2000 2000] failed
08-30 16:45:58.083  6001  6001 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [6001 2000 2000] failed
08-30 16:45:58.083  6001  6001 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
08-30 16:45:58.086  6002  6002 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [6002 2000 2000] failed
08-30 16:45:58.086  6002  6002 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [6002 2000 2000] failed
08-30 16:45:58.086  6002  6002 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
08-30 16:45:58.269  2328  2328 I C02500/Qemud: Guest heartbeat success.
08-30 16:45:58.377  6005  6005 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [6005 2000 2000] failed
08-30 16:45:58.377  6005  6005 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [6005 2000 2000] failed
08-30 16:45:58.377  6005  6005 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
08-30 16:45:58.381  6005  6005 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [6005 2000 2000] failed
08-30 16:45:58.381  6005  6005 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [6005 2000 2000] failed
08-30 16:45:58.381   126  1401 I C01800/SAMGR: NF SA:65962,844_39325
08-30 16:45:58.381  6005  6005 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
08-30 16:45:58.490  1418  1418 W A01c06/ICON: AppIconWeatherModel --> initWeatherListener, retryTimes: 4
08-30 16:45:58.492   707  1424 E C01707/CONCUR: [Interface] task 1424 apply qos failed, errno = 4
08-30 16:45:58.492   707  1424 E C01611/QosManager: QosManager: Failed to set thread QoS to QOS_USER_INTERACTIVE, ret: -1
08-30 16:45:58.493   812  1143 W C01123/BMSCommon: bundle not exist -n com.huawei.hmsapp.totemweather -u 100 -i 0 -f 32
08-30 16:45:58.493   812  1143 W C01121/BMSQuery: GetBundleInfo failed -n com.huawei.hmsapp.totemweather -u 100
08-30 16:45:58.493   707  1424 E C01651/BundleMgrProxy: GetBundleInfoFromBMS: GetBundleInfo failed!bundleName is com.huawei.hmsapp.totemweather, userId is 100
08-30 16:45:58.493   707  1424 E C01651/DataProviderConfig: GetFromProxyData: Get bundleInfo failed! bundleName:com.huawei.hmsapp.totemweather, userId:100, visitedId:100, uri:******icIconInfo
08-30 16:45:58.493   707  1424 E C01651/DataShareServiceImpl: GetBMSAndMetaDataStatus: CalledInfo failed! token:0x2007324d,ret:1001,uri:******icIconInfo
08-30 16:45:58.493   707  1424 E C01651/DataShareServiceImpl: GetSilentProxyStatus: BMS or metaData not ready to complete, token:0x2007324d, uri:******icIconInfo
08-30 16:45:58.494  1418  1418 E A01c06/ICON: AppIconWeatherModel --> get weather info failed, code: 15700010, message: The DataShareHelper is not initialized successfully.
08-30 16:45:58.565  1570  1628 I C0430a/file_monitor_service: [MainMissionStatus:197]CanExit
08-30 16:45:58.566  1570  1628 I C0430a/file_monitor_service: [MainMissionStatus:203]SecondaryScanner idle
08-30 16:45:58.582   126  1401 I C01800/SAMGR: NF SA:65962,844_39326
08-30 16:45:58.784   126  1401 I C01800/SAMGR: NF SA:65962,844_39327
08-30 16:45:58.986   126  1401 I C01800/SAMGR: NF SA:65962,844_39328
08-30 16:45:59.187   126  1401 I C01800/SAMGR: NF SA:65962,844_39329
08-30 16:45:59.376  6009  6009 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [6009 2000 2000] failed
08-30 16:45:59.376  6009  6009 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [6009 2000 2000] failed
08-30 16:45:59.376  6009  6009 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
08-30 16:45:59.379  6012  6012 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [6012 2000 2000] failed
08-30 16:45:59.379  6011  6011 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [6011 2000 2000] failed
08-30 16:45:59.379  6011  6011 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [6011 2000 2000] failed
08-30 16:45:59.379  6013  6013 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [6013 2000 2000] failed
08-30 16:45:59.379  6011  6011 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
08-30 16:45:59.379  6013  6013 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [6013 2000 2000] failed
08-30 16:45:59.379  6013  6013 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
08-30 16:45:59.379  6012  6012 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [6012 2000 2000] failed
08-30 16:45:59.380  6012  6012 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
08-30 16:45:59.384  6015  6015 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [6015 2000 2000] failed
08-30 16:45:59.384  6015  6015 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [6015 2000 2000] failed
08-30 16:45:59.384  6015  6015 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
08-30 16:45:59.384  6014  6014 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [6014 2000 2000] failed
08-30 16:45:59.384  6014  6014 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [6014 2000 2000] failed
08-30 16:45:59.384  6014  6014 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
08-30 16:45:59.389   126  1401 I C01800/SAMGR: NF SA:65962,844_39330
08-30 16:45:59.496  1418  1418 W A01c06/ICON: AppIconWeatherModel --> initWeatherListener, retryTimes: 4
08-30 16:45:59.498   707  1424 E C01707/CONCUR: [Interface] task 1424 apply qos failed, errno = 4
08-30 16:45:59.498   707  1424 E C01611/QosManager: QosManager: Failed to set thread QoS to QOS_USER_INTERACTIVE, ret: -1
08-30 16:45:59.499   812  1143 W C01123/BMSCommon: bundle not exist -n com.huawei.hmsapp.totemweather -u 100 -i 0 -f 32
08-30 16:45:59.499   812  1143 W C01121/BMSQuery: GetBundleInfo failed -n com.huawei.hmsapp.totemweather -u 100
08-30 16:45:59.499   707  1424 E C01651/BundleMgrProxy: GetBundleInfoFromBMS: GetBundleInfo failed!bundleName is com.huawei.hmsapp.totemweather, userId is 100
08-30 16:45:59.499   707  1424 E C01651/DataProviderConfig: GetFromProxyData: Get bundleInfo failed! bundleName:com.huawei.hmsapp.totemweather, userId:100, visitedId:100, uri:******icIconInfo
08-30 16:45:59.499   707  1424 E C01651/DataShareServiceImpl: GetBMSAndMetaDataStatus: CalledInfo failed! token:0x2007324d,ret:1001,uri:******icIconInfo
08-30 16:45:59.499   707  1424 E C01651/DataShareServiceImpl: GetSilentProxyStatus: BMS or metaData not ready to complete, token:0x2007324d, uri:******icIconInfo
08-30 16:45:59.499  1418  1418 E A01c06/ICON: AppIconWeatherModel --> get weather info failed, code: 15700010, message: The DataShareHelper is not initialized successfully.
08-30 16:45:59.567  1570  1628 I C0430a/file_monitor_service: [MainMissionStatus:197]CanExit
08-30 16:45:59.567  1570  1628 I C0430a/file_monitor_service: [MainMissionStatus:203]SecondaryScanner idle
08-30 16:45:59.577  6017  6017 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [6017 2000 2000] failed
08-30 16:45:59.578  6017  6017 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [6017 2000 2000] failed
08-30 16:45:59.578  6017  6017 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
08-30 16:45:59.581  6019  6019 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [6019 2000 2000] failed
08-30 16:45:59.581  6019  6019 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [6019 2000 2000] failed
08-30 16:45:59.581  6019  6019 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
08-30 16:45:59.584  6020  6020 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [6020 2000 2000] failed
08-30 16:45:59.584  6020  6020 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [6020 2000 2000] failed
08-30 16:45:59.584  6020  6020 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
08-30 16:45:59.590   126  1401 I C01800/SAMGR: NF SA:65962,844_39331
08-30 16:45:59.590   844   943 E C01810/SA_CLIENT: GetSaWrap SA:65962 not start
08-30 16:45:59.590   844   943 I C01409/APS_MANAGER: request system service object is not ready yet!
08-30 16:45:59.872  6023  6023 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [6023 2000 2000] failed
08-30 16:45:59.872  6023  6023 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [6023 2000 2000] failed
08-30 16:45:59.872  6023  6023 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
